Year,Make,Model,Engine,Viscosity,Capacity
2021,Lexus,ES300H,2.5L 4 -cyl Engine Code A25A-FXS C,0W-16 (All TEMPS),4.8 quarts. . . (with filter)After refill check oil level.
2021,Lexus,ES350,3.5L 6 -cyl Engine Code 2GR-FKS 1,0W-20 (All TEMPS),5.7 quarts. . . (with filter)After refill check oil level.
2021,Lexus,GX460,4.6L 8 -cyl Engine Code 1UR-FE 7,0W-20 (All TEMPS),8.2 quarts. . . (with filter)After refill check oil level.
2021,Lexus,IS300,2.0L 4 -cyl Engine Code 8AR-FTS 9 Turbo,0W-20 (All TEMPS),4.9 quarts. . . (with filter)After refill check oil level.
2021,Lexus,IS300,3.5L 6 -cyl Engine Code 2GR-FKS 1,0W-20 (All TEMPS),6 quarts. . . (with filter). RWDAfter refill check oil level.
2021,Lexus,IS350,3.5L 6 -cyl Engine Code 2GR-FKS 1,0W-20 (All TEMPS),6.8 quarts. . . (with filter). AWDAfter refill check oil level.
2021,Lexus,LC500,5.0L 8 -cyl Engine Code 2UR-GSE 3,5W-30 (All TEMPS),9.1 quarts. . . (with filter)After refill check oil level.
2021,Lexus,LC500H,3.5L 6 -cyl Engine Code 8GR-FXS 4,0W-20 (All TEMPS),6 quarts. . . (with filter)After refill check oil level.
2021,Lexus,LS500,3.5L 6 -cyl Engine Code V35A-FTS 0 Turbo,0W-20 (All TEMPS),6.7 quarts. . . (with filter). RWDAfter refill check oil level.
2021,Lexus,LS500H,3.5L 6 -cyl Engine Code 8GR-FXS 4,0W-20 (All TEMPS),7.1 quarts. . . (with filter). AWDAfter refill check oil level.
2021,Lexus,LX570,5.7L 8 -cyl Engine Code 3UR-FE A,0W-20 (All TEMPS),8.5 quarts. . . (with filter)After refill check oil level.
2021,Lexus,NX300,2.0L 4 -cyl Engine Code 8AR-FTS 9 Turbo,"0W-20, 5W-20 (All TEMPS)",5.2 quarts. . . (with filter)After refill check oil level.
2021,Lexus,NX300H,2.5L 4 -cyl Engine Code 2AR-FXE 8,0W-20 (All TEMPS),4.6 quarts. . . (with filter)After refill check oil level.
2021,Lexus,RC F,5.0L 8 -cyl Engine Code 2UR-GSE 3,"5W-30, 10W-30 (All TEMPS)",9.3 quarts. . . (with filter)After refill check oil level.
2021,Lexus,RC300,2.0L 4 -cyl Engine Code 8AR-FTS 9 Turbo,0W-20 (All TEMPS),4.9 quarts. . . (with filter)After refill check oil level.
2021,Lexus,RC300,3.5L 6 -cyl Engine Code 2GR-FKS 1,0W-20 (All TEMPS),6.8 quarts. . . (with filter)After refill check oil level.
2021,Lexus,RC350,3.5L 6 -cyl Engine Code 2GR-FKS 1,0W-20 (All TEMPS),6 quarts. . . (with filter). RWDAfter refill check oil level.
2021,Lexus,RX350,3.5L 6 -cyl Engine Code 2GR-FKS 1,0W-20 (All TEMPS),5.8 quarts. . . (with filter). W/ TTAfter refill check oil level.
2021,Lexus,RX350L,3.5L 6 -cyl Engine Code 2GR-FKS 1,0W-20 (All TEMPS),5.7 quarts. . . (with filter). W/O TTAfter refill check oil level.
2021,Lexus,RX450H,3.5L 6 -cyl Engine Code 2GR-FXS 2,0W-20 (All TEMPS),5.8 quarts. . . (with filter). W/ TTAfter refill check oil level.
2021,Lexus,RX450HL,3.5L 6 -cyl Engine Code 2GR-FXS 2,0W-20 (All TEMPS),5.7 quarts. . . (with filter). W/O TTAfter refill check oil level.
2021,Lexus,UX200,2.0L 4 -cyl Engine Code M20A-FKS 5,0W-16 (All TEMPS),4.9 quarts. . . (with filter)After refill check oil level.
2021,Lexus,UX250H,2.0L 4 -cyl Engine Code M20A-FXS 6,0W-16 (All TEMPS),4.5 quarts. . . (with filter)After refill check oil level.
2021,Lincoln,AVIATOR,3.0L 6 -cyl Engine Code [C] 99C C Turbo,5W-30 (Above -29),6 quarts. . . (with filter)After refill check oil level.
2021,Lincoln,AVIATOR,3.0L 6 -cyl Engine Code [Y] 99Y Y Turbo,5W-30 (Above -29),6 quarts. . . (with filter)After refill check oil level.
2021,Lincoln,CORSAIR,2.0L 4 -cyl Engine Code [9] 999 9 Turbo,5W-30 (Above -29),5.5 quarts. . . (with filter)After refill check oil level.
2021,Lincoln,CORSAIR,2.3L 4 -cyl Engine Code [H] 99H H Turbo,5W-30 (Above -29),5.5 quarts. . . (with filter)After refill check oil level.
2021,Lincoln,CORSAIR,2.5L 4 -cyl Engine Code [Z] 99Z Z,0W-20 (All TEMPS),5.7 quarts. . . (with filter)After refill check oil level.
2021,Lincoln,NAUTILUS,2.0L 4 -cyl Engine Code [9] 0 Turbo,5W-30 (Above -29),5.5 quarts. . . (with filter)After refill check oil level.
2021,Lincoln,NAUTILUS,2.7L 6 -cyl Engine Code [P] P Turbo,5W-30 (Above -29),6 quarts. . . (with filter)After refill check oil level.
2021,Lincoln,NAVIGATOR,3.5L 6 -cyl Engine Code [T] T Turbo,5W-30 (Above -29),6 quarts. . . (with filter)After refill check oil level.
2021,Mazda,CX-3,2.0L 4 -cyl Engine Code [7] 7,0W-20 (All TEMPS),4.4 quarts. . . (with filter)After refill check oil level.
2021,Mazda,CX-30,2.5L 4 -cyl Engine Code [L] L,0W-20 (All TEMPS),4.8 quarts. . . (with filter)After refill check oil level.
2021,Mazda,CX-30,2.5L 4 -cyl Engine Code [M] M,0W-20 (All TEMPS),4.8 quarts. . . (with filter)After refill check oil level.
2021,Mazda,CX-30,2.5L 4 -cyl Engine Code [Y] Y Turbo,N/A,N/A
2021,Mazda,CX-5,2.5L 4 -cyl Engine Code [M] M,0W-20 (All TEMPS),4.8 quarts. . . (with filter)After refill check oil level.
2021,Mazda,CX-5,2.5L 4 -cyl Engine Code [Y] Y Turbo,5W-30 (All TEMPS),5.1 quarts. . . (with filter)After refill check oil level.
2021,Mazda,CX-9,2.5L 4 -cyl Engine Code [Y] Y Turbo,5W-30 (All TEMPS),5.1 quarts. . . (with filter)After refill check oil level.
2021,Mazda,MAZDA3,2.0L 4 -cyl Engine Code [7] 7,0W-20 (All TEMPS),4.4 quarts. . . (with filter)After refill check oil level.
2021,Mazda,MAZDA3,2.5L 4 -cyl Engine Code [L] L,0W-20 (All TEMPS),4.8 quarts. . . (with filter)After refill check oil level.
2021,Mazda,MAZDA3,2.5L 4 -cyl Engine Code [M] M,0W-20 (All TEMPS),4.8 quarts. . . (with filter)After refill check oil level.
2021,Mazda,MAZDA3,2.5L 4 -cyl Engine Code [Y] Y Turbo,5W-30 (All TEMPS),5.1 quarts. . . (with filter)After refill check oil level.
2021,Mazda,MAZDA6,2.5L 4 -cyl Engine Code [5] 5,0W-20 (All TEMPS),4.8 quarts. . . (with filter)After refill check oil level.
2021,Mazda,MAZDA6,2.5L 4 -cyl Engine Code [M] M,0W-20 (All TEMPS),4.8 quarts. . . (with filter)After refill check oil level.
2021,Mazda,MAZDA6,2.5L 4 -cyl Engine Code [Y] Y Turbo,5W-30 (All TEMPS),5.1 quarts. . . (with filter)After refill check oil level.
2021,Mazda,MIATA,2.0L 4 -cyl Engine Code [7] 7,0W-20 (All TEMPS),4.5 quarts. . . (with filter)After refill check oil level.
2021,Mercedes Benz,A220,2.0L 4 -cyl Engine Code 260.920 3 Turbo,"0W-20, 0W-30, 0W-40 (All TEMPS)",5.8 quarts. . . (with filter)After refill check oil level.
2021,Mercedes Benz,A35 AMG,2.0L 4 -cyl Engine Code 260.920 3 Turbo,"0W-20, 0W-30, 0W-40 (All TEMPS)",5.8 quarts. . . (with filter)After refill check oil level.
2021,Mercedes Benz,AMG GT,4.0L 8 -cyl Engine Code 178.980 A Turbo,"0W-40, 5W-40 (All TEMPS)",7.4 quarts. . . (with filter)After refill check oil level.
2021,Mercedes Benz,AMG GT 43,3.0L 6 -cyl Engine Code 256.930 2 Turbo,"0W-20, 0W-30, 0W-40 (All TEMPS)",9 quarts. . . (with filter)After refill check oil level.
2021,Mercedes Benz,AMG GT 53,3.0L 6 -cyl Engine Code 256.930 2 Turbo,"0W-20, 0W-30, 0W-40 (All TEMPS)",9 quarts. . . (with filter)After refill check oil level.
2021,Mercedes Benz,AMG GT 63,4.0L 8 -cyl Engine Code 177.980 0 Turbo,"0W-40, 5W-40 (All TEMPS)",9.5 quarts. . . (with filter)After refill check oil level.
2021,Mercedes Benz,AMG GT 63 S,4.0L 8 -cyl Engine Code 177.980 0 Turbo,"0W-40, 5W-40 (All TEMPS)",9.5 quarts. . . (with filter)After refill check oil level.
2021,Mercedes Benz,AMG GT C,4.0L 8 -cyl Engine Code 178.980 A Turbo,"0W-40, 5W-40 (All TEMPS)",7.4 quarts. . . (with filter)After refill check oil level.
2021,Mercedes Benz,AMG GT R,4.0L 8 -cyl Engine Code 178.980 A Turbo,"0W-40, 5W-40 (All TEMPS)",7.4 quarts. . . (with filter)After refill check oil level.
2021,Mercedes Benz,AMG GT R PRO,4.0L 8 -cyl Engine Code 178.980 A Turbo,"0W-40, 5W-40 (All TEMPS)",7.4 quarts. . . (with filter)After refill check oil level.
2021,Mercedes Benz,AMG GT S,4.0L 8 -cyl Engine Code 178.980 A Turbo,"0W-40, 5W-40 (All TEMPS)",7.4 quarts. . . (with filter)After refill check oil level.
2021,Mercedes Benz,C300,2.0L 4 -cyl Engine Code 264.920 4 Turbo,"0W-20, 0W-30, 0W-40 (All TEMPS)",7 quarts. . . (with filter). RWDAfter refill check oil level.
2021,Mercedes Benz,C43 AMG,3.0L 6 -cyl Engine Code 276.823 C Turbo,"0W-20, 0W-30, 0W-40 (All TEMPS)",6.9 quarts. . . (with filter)After refill check oil level.
2021,Mercedes Benz,C63 AMG,4.0L 8 -cyl Engine Code 177.980 0 Turbo,"0W-40, 5W-40 (All TEMPS)",9.5 quarts. . . (with filter)After refill check oil level.
2021,Mercedes Benz,C63 AMG S,4.0L 8 -cyl Engine Code 177.980 0 Turbo,"0W-40, 5W-40 (All TEMPS)",9.5 quarts. . . (with filter)After refill check oil level.
2021,Mercedes Benz,CLA250,2.0L 4 -cyl Engine Code 260.920 3 Turbo,"0W-20, 0W-30, 0W-40 (All TEMPS)",5.8 quarts. . . (with filter)After refill check oil level.
2021,Mercedes Benz,CLA35 AMG,2.0L 4 -cyl Engine Code 260.920 3 Turbo,"0W-20, 0W-30, 0W-40 (All TEMPS)",5.8 quarts. . . (with filter)After refill check oil level.
2021,Mercedes Benz,CLA45 AMG,2.0L 4 -cyl Engine Code 139.980 8 Turbo,"0W-20, 0W-30, 0W-40 (All TEMPS)",6.1 quarts. . . (with filter)After refill check oil level.
2021,Mercedes Benz,CLS450,3.0L 6 -cyl Engine Code 256.930 2 Turbo,"0W-20, 0W-30, 0W-40 (All TEMPS)",9 quarts. . . (with filter)After refill check oil level.
2021,Mercedes Benz,CLS53 AMG,3.0L 6 -cyl Engine Code 256.930 2 Turbo,"0W-20, 0W-30, 0W-40 (All TEMPS)",9 quarts. . . (with filter)After refill check oil level.
2021,Mercedes Benz,E350,2.0L 4 -cyl Engine Code 264.920 4 Turbo,"0W-20, 0W-30, 0W-40 (All TEMPS)",6.3 quarts. . . (with filter). AWDAfter refill check oil level.
2021,Mercedes Benz,E450,3.0L 6 -cyl Engine Code 256.930 2 Turbo,"0W-20, 0W-30, 0W-40 (All TEMPS)",9 quarts. . . (with filter)After refill check oil level.
2021,Mercedes Benz,E53 AMG,3.0L 6 -cyl Engine Code 256.930 2 Turbo,"0W-20, 0W-30, 0W-40 (All TEMPS)",9 quarts. . . (with filter)After refill check oil level.
2021,Mercedes Benz,E63 AMG S,4.0L 8 -cyl Engine Code 177.980 0 Turbo,"0W-40, 5W-40 (All TEMPS)",9.5 quarts. . . (with filter)After refill check oil level.
2021,Mercedes Benz,G550,4.0L 8 -cyl Engine Code 176.980 9 Turbo,"0W-20, 0W-30, 0W-40 (All TEMPS)",10 quarts. . . (with filter)After refill check oil level.
2021,Mercedes Benz,G63 AMG,4.0L 8 -cyl Engine Code 177.980 0 Turbo,"0W-40, 5W-40 (All TEMPS)",10 quarts. . . (with filter)After refill check oil level.
2021,Mercedes Benz,GLA250,2.0L 4 -cyl Engine Code 260.920 3 Turbo,"0W-20, 0W-30, 0W-40 (All TEMPS)",5.8 quarts. . . (with filter)After refill check oil level.
2021,Mercedes Benz,GLA35 AMG,2.0L 4 -cyl Engine Code 260.920 3 Turbo,"0W-20, 0W-30, 0W-40 (All TEMPS)",5.8 quarts. . . (with filter)After refill check oil level.
2021,Mercedes Benz,GLA45 AMG,2.0L 4 -cyl Engine Code 139.980 8 Turbo,"0W-20, 0W-30, 0W-40 (All TEMPS)",6.1 quarts. . . (with filter)After refill check oil level.
2021,Mercedes Benz,GLB250,2.0L 4 -cyl Engine Code 260.920 3 Turbo,"0W-20, 0W-30, 0W-40 (All TEMPS)",5.8 quarts. . . (with filter)After refill check oil level.
2021,Mercedes Benz,GLB35 AMG,2.0L 4 -cyl Engine Code 260.920 3 Turbo,"0W-20, 0W-30, 0W-40 (All TEMPS)",5.8 quarts. . . (with filter)After refill check oil level.
2021,Mercedes Benz,GLC300,2.0L 4 -cyl Engine Code 264.920 4 Turbo,"0W-20, 0W-30, 0W-40 (All TEMPS)",6.3 quarts. . . (with filter)After refill check oil level.
2021,Mercedes Benz,GLC350E,2.0L 4 -cyl Engine Code 274.920 B Turbo,"0W-40, 5W-40 (All TEMPS)",6.9 quarts. . . (with filter)After refill check oil level.
2021,Mercedes Benz,GLC43 AMG,3.0L 6 -cyl Engine Code 276.823 C Turbo,"0W-20, 0W-30, 0W-40 (All TEMPS)",6.9 quarts. . . (with filter)After refill check oil level.
2021,Mercedes Benz,GLC63 AMG,4.0L 8 -cyl Engine Code 177.980 0 Turbo,"0W-40, 5W-40 (All TEMPS)",9.5 quarts. . . (with filter)After refill check oil level.
2021,Mercedes Benz,GLC63 AMG S,4.0L 8 -cyl Engine Code 177.980 0 Turbo,"0W-40, 5W-40 (All TEMPS)",9.5 quarts. . . (with filter)After refill check oil level.
2021,Mercedes Benz,GLE350,2.0L 4 -cyl Engine Code 264.920 4 Turbo,"0W-20, 0W-30, 0W-40 (All TEMPS)",7.4 quarts. . . (with filter)After refill check oil level.
2021,Mercedes Benz,GLE450,3.0L 6 -cyl Engine Code 256.930 2 Turbo,"0W-20, 0W-30, 0W-40 (All TEMPS)",9 quarts. . . (with filter)After refill check oil level.
2021,Mercedes Benz,GLE53 AMG,3.0L 6 -cyl Engine Code 256.930 2 Turbo,"0W-20, 0W-30, 0W-40 (All TEMPS)",9 quarts. . . (with filter)After refill check oil level.
2021,Mercedes Benz,GLE580,4.0L 8 -cyl Engine Code 176.980 7 Turbo,"0W-20, 0W-30, 0W-40 (All TEMPS)",10 quarts. . . (with filter)After refill check oil level.
2021,Mercedes Benz,GLE63 AMG S,4.0L 8 -cyl Engine Code 177.980 1 Turbo,"0W-40, 5W-40 (All TEMPS)",10 quarts. . . (with filter)After refill check oil level.
2021,Mercedes Benz,GLS450,3.0L 6 -cyl Engine Code 256.930 2 Turbo,"0W-20, 0W-30, 0W-40 (All TEMPS)",9 quarts. . . (with filter)After refill check oil level.
2021,Mercedes Benz,GLS580,4.0L 8 -cyl Engine Code 176.980 7 Turbo,"0W-20, 0W-30, 0W-40 (All TEMPS)",10 quarts. . . (with filter)After refill check oil level.
2021,Mercedes Benz,GLS63 AMG,4.0L 8 -cyl Engine Code 177.980 1 Turbo,"0W-40, 5W-40 (All TEMPS)",10 quarts. . . (with filter)After refill check oil level.
2021,Mercedes Benz,MAYBACH GLS600,4.0L 8 -cyl Engine Code 177.980 1 Turbo,"0W-40, 5W-40 (All TEMPS)",10 quarts. . . (with filter)After refill check oil level.
2021,Mercedes Benz,MAYBACH S580,4.0L 8 -cyl Engine Code 176.980 7 Turbo,N/A,N/A
2021,Mercedes Benz,METRIS,2.0L 4 -cyl Engine Code 274.920 5 Turbo,"0W-20, 0W-30, 0W-40 (All TEMPS)",8.1 quarts. . . (with filter)After refill check oil level.
2021,Mercedes Benz,S500,3.0L 6 -cyl Engine Code 256.930 2 Turbo,N/A,N/A
2021,Mercedes Benz,S560,4.0L 8 -cyl Engine Code 176.980 9 Turbo,"0W-20, 0W-30, 0W-40 (All TEMPS)",9.5 quarts. . . (with filter)After refill check oil level.
2021,Mercedes Benz,S580,4.0L 8 -cyl Engine Code 176.980 7 Turbo,N/A,N/A
2021,Mercedes Benz,S63 AMG,4.0L 8 -cyl Engine Code 177.980 0 Turbo,N/A,N/A
2021,Mercedes Benz,SPRINTER 1500,2.0L 4 -cyl Engine Code 274.920 5 Turbo,"0W-20, 0W-30, 0W-40 (All TEMPS)",11.1 quarts. . . (with filter)After refill check oil level.
2021,Mercedes Benz,SPRINTER 2500,2.0L 4 -cyl Engine Code 274.920 5 Turbo,"0W-20, 0W-30, 0W-40 (All TEMPS)",11.1 quarts. . . (with filter)After refill check oil level.
2021,Mercedes Benz,SPRINTER 2500,3.0L 6 -cyl Engine Code 642.899 6 Diesel Turbo,"0W-20, 0W-30, 0W-40 (All TEMPS)",13.2 quarts. . . (with filter)After refill check oil level.
2021,Mercedes Benz,SPRINTER 3500,3.0L 6 -cyl Engine Code 642.899 6 Diesel Turbo,"0W-20, 0W-30, 0W-40 (All TEMPS)",13.2 quarts. . . (with filter)After refill check oil level.
2021,Mercedes Benz,SPRINTER 3500XD,3.0L 6 -cyl Engine Code 642.899 6 Diesel Turbo,"0W-20, 0W-30, 0W-40 (All TEMPS)",13.2 quarts. . . (with filter)After refill check oil level.
2021,Mini,COOPER,1.5L 3 -cyl Engine Code B36A15M0 1 Turbo,0W-20 (All TEMPS),4.8 quarts. . . (with filter)After refill check oil level.
2021,Mini,COOPER,2.0L 4 -cyl Engine Code B46A20M0 2 Turbo,0W-20 (All TEMPS),5.6 quarts. . . (with filter)After refill check oil level.
2021,Mini,COOPER,2.0L 4 -cyl Engine Code B48A20B 3 Turbo,0W-20 (All TEMPS),5.6 quarts. . . (with filter)After refill check oil level.
2021,Mini,COOPER,2.0L 4 -cyl Engine Code B48A20O0 6 Turbo,0W-20 (All TEMPS),6.1 quarts. . . (with filter)After refill check oil level.
2021,Mini,COOPER CLUBMAN,2.0L 4 -cyl Engine Code B46A20M0 2 Turbo,0W-20 (All TEMPS),5.6 quarts. . . (with filter)After refill check oil level.
2021,Mini,COOPER CLUBMAN,2.0L 4 -cyl Engine Code B48A20T1 5 Turbo,0W-20 (All TEMPS),5.6 quarts. . . (with filter)After refill check oil level.
2021,Mini,COOPER COUNTRYMAN,1.5L 3 -cyl Engine Code B36A15M0 1 Turbo,0W-20 (All TEMPS),4.8 quarts. . . (with filter)After refill check oil level.
2021,Mini,COOPER COUNTRYMAN,1.5L 3 -cyl Engine Code B38A15M0 4 Turbo,0W-20 (All TEMPS),4.5 quarts. . . (with filter)After refill check oil level.
2021,Mini,COOPER COUNTRYMAN,2.0L 4 -cyl Engine Code B46A20M0 2 Turbo,0W-20 (All TEMPS),5.6 quarts. . . (with filter)After refill check oil level.
2021,Mini,COOPER COUNTRYMAN,2.0L 4 -cyl Engine Code B48A20B 3 Turbo,0W-20 (All TEMPS),5.6 quarts. . . (with filter)After refill check oil level.
2021,Mitsubishi,MIRAGE,1.2L 3 -cyl Engine Code [J] 3A92 J,0W-20 (All TEMPS),3.2 quarts. . . (with filter)After refill check oil level.
2021,Mitsubishi,MIRAGE G4,1.2L 3 -cyl Engine Code [J] 3A92 J,0W-20 (All TEMPS),3.2 quarts. . . (with filter)After refill check oil level.
2021,Mitsubishi,OUTLANDER PHEV,2.4L 4 -cyl Engine Code [7] 4B12 7,N/A,N/A
2021,Mitsubishi,OUTLANDER SPORT,2.0L 4 -cyl Engine Code [U] 4B11 U,0W-20 (All TEMPS),4.9 quarts. . . (with filter)After refill check oil level.
2021,Mitsubishi,OUTLANDER SPORT,2.4L 4 -cyl Engine Code [W] 4B12 W,0W-20 (All TEMPS),4.9 quarts. . . (with filter)After refill check oil level.
2021,Nissan/Datsun,ALTIMA,2.0L 4 -cyl Engine Code KR20DDET 5 Turbo,5W-30 (All TEMPS),5 quarts. . . (with filter)After refill check oil level.
2021,Nissan/Datsun,ALTIMA,2.5L 4 -cyl Engine Code PR25DD 6,0W-20 (All TEMPS),5.4 quarts. . . (with filter)After refill check oil level.
2021,Nissan/Datsun,ARMADA,5.6L 8 -cyl Engine Code VK56VD 3,0W-20 (All TEMPS),6.9 quarts. . . (with filter)After refill check oil level.
2021,Nissan/Datsun,FRONTIER,3.8L 6 -cyl Engine Code VQ38DD B,N/A,N/A
2021,Nissan/Datsun,GT-R,3.8L 6 -cyl Engine Code VR38DETT 7 Turbo,0W-40 (All TEMPS),5.3 quarts. . . (with filter)After refill check oil level.
2021,Nissan/Datsun,KICKS,1.6L 4 -cyl Engine Code HR16DE 1,0W-20 (All TEMPS),4.3 quarts. . . (with filter)After refill check oil level.
2021,Nissan/Datsun,MAXIMA,3.5L 6 -cyl Engine Code VQ35DE 9,0W-20 (All TEMPS),5.1 quarts. . . (with filter)After refill check oil level.
2021,Nissan/Datsun,MURANO,3.5L 6 -cyl Engine Code [A] VQ35DE A,0W-20 (All TEMPS),5.1 quarts. . . (with filter)After refill check oil level.
2021,Nissan/Datsun,NV1500,4.0L 6 -cyl Engine Code VQ40DE 0,5W-30 (All TEMPS),5.4 quarts. . . (with filter)After refill check oil level.
2021,Nissan/Datsun,NV200,2.0L 4 -cyl Engine Code MR20DE 4,5W-30 (All TEMPS),4.9 quarts. . . (with filter)After refill check oil level.
2021,Nissan/Datsun,NV2500,4.0L 6 -cyl Engine Code VQ40DE 0,5W-30 (All TEMPS),5.4 quarts. . . (with filter)After refill check oil level.
2021,Nissan/Datsun,NV2500,5.6L 8 -cyl Engine Code VK56VD 3,0W-20 (All TEMPS),6.9 quarts. . . (with filter)After refill check oil level.
2021,Nissan/Datsun,NV3500,4.0L 6 -cyl Engine Code VQ40DE 0,5W-30 (All TEMPS),5.4 quarts. . . (with filter)After refill check oil level.
2021,Nissan/Datsun,NV3500,5.6L 8 -cyl Engine Code VK56VD 3,0W-20 (All TEMPS),6.9 quarts. . . (with filter)After refill check oil level.
2021,Nissan/Datsun,ROGUE,2.5L 4 -cyl Engine Code PR25DD 6,0W-20 (All TEMPS),5.4 quarts. . . (with filter)After refill check oil level.
2021,Nissan/Datsun,ROGUE SPORT,2.0L 4 -cyl Engine Code MR20DD 2,0W-20 (All TEMPS),4 quarts. . . (with filter)After refill check oil level.
2021,Nissan/Datsun,SENTRA,2.0L 4 -cyl Engine Code MR20DD 2,0W-20 (All TEMPS),4.3 quarts. . . (with filter)After refill check oil level.
2021,Nissan/Datsun,TITAN,5.6L 8 -cyl Engine Code VK56VD 3,0W-20 (All TEMPS),6.9 quarts. . . (with filter)After refill check oil level.
2021,Nissan/Datsun,TITAN XD,5.6L 8 -cyl Engine Code VK56VD 3,0W-20 (All TEMPS),6.9 quarts. . . (with filter)After refill check oil level.
2021,Nissan/Datsun,VERSA,1.6L 4 -cyl Engine Code HR16DE 1,0W-20 (All TEMPS),4.3 quarts. . . (with filter)After refill check oil level.
2021,Porsche,718 BOXSTER,2.0L 4 -cyl Engine Code DDPB 9 Turbo,0W-40 (All TEMPS),6 quarts. . . (with filter)After refill check oil level.
2021,Porsche,718 BOXSTER,2.5L 4 -cyl Engine Code DJUA A Turbo,0W-40 (All TEMPS),6 quarts. . . (with filter)After refill check oil level.
2021,Porsche,718 BOXSTER,4.0L 6 -cyl Engine Code DKDA B Turbo,N/A,N/A
2021,Porsche,718 CAYMAN,2.0L 4 -cyl Engine Code DDPB 9 Turbo,0W-40 (All TEMPS),6 quarts. . . (with filter)After refill check oil level.
2021,Porsche,718 CAYMAN,2.5L 4 -cyl Engine Code DDNC 8 Turbo,0W-40 (All TEMPS),6 quarts. . . (with filter)After refill check oil level.
2021,Porsche,718 CAYMAN,4.0L 6 -cyl Engine Code DKDA B Turbo,N/A,N/A
2021,Porsche,718 SPYDER,4.0L 6 -cyl Engine Code DKDA B Turbo,0W-40 (All TEMPS),8.5 quarts. . . (with filter)After refill check oil level.
2021,Porsche,911,3.0L 6 -cyl Engine Code DKCA 1 Turbo,0W-40 (All TEMPS),8.8 quarts. . . (with filter)After refill check oil level.
2021,Porsche,911,3.0L 6 -cyl Engine Code DKKA 6 Turbo,0W-40 (All TEMPS),8.8 quarts. . . (with filter)After refill check oil level.
2021,Porsche,911,3.0L 6 -cyl Engine Code DRVA 7 Turbo,0W-40 (All TEMPS),8.8 quarts. . . (with filter)After refill check oil level.
2021,Porsche,911,3.7L 6 -cyl Engine Code DKEA F Turbo,0W-40 (All TEMPS),8.8 quarts. . . (with filter)After refill check oil level.
2021,Porsche,CAYENNE,2.9L 6 -cyl Engine Code DCAB 4 Turbo,"5W-30, 0W-30 (All TEMPS)",8 quarts. . . (with filter)After refill check oil level.
2021,Porsche,CAYENNE,3.0L 6 -cyl Engine Code DCBE 2 Turbo,0W-20 (All TEMPS),8 quarts. . . (with filter)After refill check oil level.
2021,Porsche,CAYENNE,3.0L 6 -cyl Engine Code DCBE K Turbo,0W-20 (All TEMPS),7.6 quarts. . . (with filter)After refill check oil level.
2021,Porsche,CAYENNE,4.0L 8 -cyl Engine Code DCUA 5 Turbo,"0W-40, 5W-40 (All TEMPS)",10 quarts. . . (with filter)After refill check oil level.
2021,Porsche,CAYENNE,4.0L 8 -cyl Engine Code DCUA L Turbo,"0W-40, 5W-40 (All TEMPS)",9.5 quarts. . . (with filter)After refill check oil level.
2021,Porsche,MACAN,2.0L 4 -cyl Engine Code DLHB C Turbo,0W-20 (All TEMPS),5.5 quarts. . . (with filter)After refill check oil level.
2021,Porsche,MACAN,2.9L 6 -cyl Engine Code DGRC 0 Turbo,"5W-30, 0W-30 (All TEMPS)",7.9 quarts. . . (with filter)After refill check oil level.
2021,Porsche,MACAN,3.0L 6 -cyl Engine Code DLZB D Turbo,0W-20 (All TEMPS),7.9 quarts. . . (with filter)After refill check oil level.
2021,Porsche,PANAMERA,2.9L 6 -cyl Engine Code CSZA G Turbo,N/A,N/A
2021,Porsche,PANAMERA,2.9L 6 -cyl Engine Code DGPA M Turbo,N/A,N/A
2021,Porsche,PANAMERA,4.0L 8 -cyl Engine Code CVDA H Turbo,N/A,N/A
2021,Porsche,PANAMERA,4.0L 8 -cyl Engine Code CVDA I Turbo,N/A,N/A
2021,Ram,1500 CLASSIC,3.6L 6 -cyl Engine Code [G] ERB 2 Flex,5W-20 (All TEMPS),5.9 quarts. . . (with filter)After refill check oil level.
2021,Ram,1500 CLASSIC,5.7L 8 -cyl Engine Code [T] EZH T,5W-20 (All TEMPS),7 quarts. . . (with filter)After refill check oil level.
2021,Ram,1500 PICKUP,3.0L 6 -cyl Engine Code [M] M Diesel Turbo,5W-40 (All TEMPS),8.5 quarts. . . (with filter)After refill check oil level.
2021,Ram,1500 PICKUP,3.6L 6 -cyl Engine Code [G] ERG G,0W-20 (All TEMPS),5 quarts. . . (with filter)After refill check oil level.
2021,Ram,1500 PICKUP,5.7L 8 -cyl Engine Code [T] EZH T,5W-20 (All TEMPS),7 quarts. . . (with filter)After refill check oil level.
2021,Ram,1500 PICKUP,5.7L 8 -cyl Engine Code [T] EZL 1,5W-20 (All TEMPS),7 quarts. . . (with filter)After refill check oil level.
2021,Ram,1500 PICKUP,6.2L 8 -cyl Engine Code [9] ESD 9,0W-40 (All TEMPS),7 quarts. . . (with filter)After refill check oil level.
2021,Ram,2500 PICKUP,6.4L 8 -cyl Engine Code [J] ESA J,0W-40 (All TEMPS),7 quarts. . . (with filter)After refill check oil level.
2021,Ram,2500 PICKUP,6.7L 6 -cyl Engine Code [L] ETL L Diesel Turbo,10W-30 (Above -18),"12 quarts. . . (with filter)After filling, start the engine and idle for several minutes. Check for leaks. Stop the engine. Wait 30 minutes to allow the oil to drain back into the pan and check the level again."
